,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
34,0.36409668922424315,0.0033172273617734557,0.0037618160247802736,5.223889808257445e-05,10,8,10,"{'max_depth': 10, 'max_features': 8, 'n_estimators': 10}",-139.39472695491673,-141.766058737323,-164.46391570106093,-136.98135307356497,-135.67321496658417,-143.65585388668995,10.611083357877565,14,-107.82823696141351,-102.32471745045616,-114.8723050590388,-106.31994364064326,-115.9506558419657,-109.45917179070348,5.193390366555276
35,1.0894628047943116,0.004683048331993185,0.009392833709716797,0.00017284913550894907,10,8,30,"{'max_depth': 10, 'max_features': 8, 'n_estimators': 30}",-128.18733597298092,-143.06808880131928,-156.9128328520246,-133.22644334154313,-131.25935812890054,-138.5308118193537,10.454505592919467,12,-99.81594687302749,-103.31663361930217,-107.82718066629793,-104.23680868719762,-108.10557468762661,-104.66042890669037,3.077388249738168
36,0.04796161651611328,0.0006941745103836858,0.00227503776550293,9.781491161061772e-05,15,2,3,"{'max_depth': 15, 'max_features': 2, 'n_estimators': 3}",-145.5823229620267,-151.31546440607787,-162.81877987566244,-144.39203392408868,-135.93052731996772,-148.00782569756467,8.889578024434133,16,-91.78079843747501,-89.22500175863598,-94.7341645902123,-77.88162981395729,-79.02171967625448,-86.528662855307,6.830970746362942
37,0.15150976181030273,0.0013603752045084655,0.005358123779296875,0.00011818624199759492,15,2,10,"{'max_depth': 15, 'max_features': 2, 'n_estimators': 10}",-114.73906117489673,-128.39523037276697,-129.85973297124343,-121.72215646885884,-111.55318958020509,-121.25387411359422,7.23636831988274,8,-73.44517643980461,-66.55952975084908,-64.97726235529966,-62.02057371469302,-57.92838203754359,-64.98618485963799,5.150484684953426
38,0.45180377960205076,0.0028531610775402215,0.014812517166137695,0.0007643968163364972,15,2,30,"{'max_depth': 15, 'max_features': 2, 'n_estimators': 30}",-106.60173944756754,-114.12426885828988,-122.85391534293603,-112.2234840602094,-110.46726677393,-113.25413489658656,5.403631334929436,7,-64.48638176142876,-57.588667900475436,-56.72867160700596,-54.99499716908447,-62.09765626900302,-59.179274941399534,3.541920391809323
39,0.0805689811706543,0.0006721537479759002,0.002424192428588867,0.0002555791743944384,15,4,3,"{'max_depth': 15, 'max_features': 4, 'n_estimators': 3}",-125.00801997156383,-137.65051322601468,-136.17876114166285,-145.72862990291353,-132.86694095625646,-135.48657303968227,6.733855313891123,11,-74.04608605728268,-66.97919297619859,-63.69580647870637,-65.14826558142548,-65.20042977474223,-67.01395617367106,3.6669293956574003
40,0.26141791343688964,0.0017167515262324726,0.00547938346862793,0.0003046057040570805,15,4,10,"{'max_depth': 15, 'max_features': 4, 'n_estimators': 10}",-101.98767708274147,-120.63683326545406,-116.45288020734851,-112.06902785203634,-108.29660330795467,-111.88860434310702,6.454881999492264,6,-57.35272821725742,-57.288087415990496,-52.3739647797127,-49.67828711004092,-54.648141783317364,-54.268241861263775,2.9473315892669065
41,0.7881484508514405,0.005369253673521631,0.014488744735717773,0.0003361502228883699,15,4,30,"{'max_depth': 15, 'max_features': 4, 'n_estimators': 30}",-95.73163558412045,-108.37814794566758,-112.52219640851398,-106.06889426752218,-101.99038737408029,-104.93825231598089,5.728510112192338,3,-49.33696943872896,-49.93399939933627,-48.05972860385664,-45.31518330223598,-51.971429259637915,-48.92346200075916,2.2021802466427274
42,0.11256136894226074,0.0015385117664534745,0.00231022834777832,4.893668965291088e-05,15,6,3,"{'max_depth': 15, 'max_features': 6, 'n_estimators': 3}",-115.98878102124097,-132.520604577915,-127.17002191636796,-132.7164750643539,-126.69633246200361,-127.0184430083763,6.074891376282335,9,-64.34081792279515,-66.40336977259649,-59.49004536759026,-63.25858019202096,-62.53581122808256,-63.205724896617085,2.270296073155484
43,0.3720895767211914,0.0019304629026661905,0.005574274063110352,6.653448828706417e-05,15,6,10,"{'max_depth': 15, 'max_features': 6, 'n_estimators': 10}",-98.38561919280673,-112.6080283443015,-109.96556756704372,-110.18974617111142,-105.24590029716059,-107.2789723144848,5.046074677190315,5,-46.77795260679531,-53.4228916425937,-43.59735170775432,-46.587845123492194,-48.0211708493242,-47.68144238599194,3.21781604249398
44,1.1322812557220459,0.0023387728983464136,0.015246915817260741,0.0008821107160259337,15,6,30,"{'max_depth': 15, 'max_features': 6, 'n_estimators': 30}",-94.04715863880465,-104.12642646041891,-106.66735921529003,-103.26842856314025,-97.36868641075655,-101.09561185768209,4.6587982200206275,2,-44.73060332679896,-45.73486040944165,-42.21756279287154,-40.90560976737955,-44.90846280640298,-43.69941982057894,1.8258925280412366
45,0.14752044677734374,0.0012299417866498167,0.002342081069946289,6.882291651151748e-05,15,8,3,"{'max_depth': 15, 'max_features': 8, 'n_estimators': 3}",-126.96756200716725,-128.4921223315365,-140.92836159024466,-138.4913048116453,-116.98753991009156,-130.37337813013704,8.621227072128061,10,-67.39917433169802,-62.19879936437906,-68.89281498627247,-63.122562275168086,-60.27740544179751,-64.37815127986303,3.2450258430507195
46,0.486368989944458,0.004767056211245026,0.005550098419189453,3.31977303414008e-05,15,8,10,"{'max_depth': 15, 'max_features': 8, 'n_estimators': 10}",-102.07996017356794,-104.56597024812476,-118.30216012362924,-108.51713443063014,-99.61559325522836,-106.6161636462361,6.541630137929301,4,-47.49649551117166,-47.51476145974293,-49.151213503795496,-43.71588850510489,-48.54084169947955,-47.28384013585891,1.8918753675703677
47,1.4610249042510985,0.006222527304613867,0.014683818817138672,0.00040154690668767375,15,8,30,"{'max_depth': 15, 'max_features': 8, 'n_estimators': 30}",-92.94501389943277,-100.46965358639717,-111.28270555736545,-102.19135805146114,-96.19570560645535,-100.61688734022238,6.239628259030234,1,-42.73346755002649,-42.88742169999556,-44.999476366303874,-41.38052486564054,-44.31031108123373,-43.26224031264003,1.2710140905964251
